Date,year,Month,Day,Full_team_name,Team,Player,first_name,last_name,Notes,abbr,id,position,status
9/27/19,2019,September,27,Tampa Bay Buccaneers,Buccaneers,Devin White,Devin,White,knee injury (out),TB,Devin-White-TB-2019,LB,Active
9/27/19,2019,September,27,Tampa Bay Buccaneers,Buccaneers,Jamel Dean,Jamel,Dean,ankle injury (out),TB,Jamel-Dean-TB-2019,DB,Active
9/27/19,2019,September,27,Arizona Cardinals,Cardinals,Charles Washington,Charles,Washington,shoulder injury (out),ARI,Charles-Washington-ARI-2019,DB,Active
9/27/19,2019,September,27,Arizona Cardinals,Cardinals,Damiere Byrd,Damiere,Byrd,hamstring injury (out),ARI,Damiere-Byrd-ARI-2019,WR,Active
9/27/19,2019,September,27,Los Angeles Chargers,Chargers,Hunter Henry,Hunter,Henry,knee injury (out),LAC,Hunter-Henry-LAC-2019,TE,Active
9/27/19,2019,September,27,Los Angeles Chargers,Chargers,Justin Jackson,Justin,Jackson,calf injury (out),LAC,Justin-Jackson-LAC-2019,RB,Active
9/27/19,2019,September,27,Los Angeles Chargers,Chargers,Michael Badgley,Michael,Badgley,right groin injury (out),LAC,Michael-Badgley-LAC-2019,K,#N/A
9/27/19,2019,September,27,Los Angeles Chargers,Chargers,Mike Williams,Mike,Williams,back injury (out),LAC,Mike-Williams-LAC-2019,WR,Active
9/27/19,2019,September,27,Los Angeles Chargers,Chargers,Virgil Green,Virgil,Green,groin injury (out),LAC,Virgil-Green-LAC-2019,TE,Active
9/27/19,2019,September,27,Kansas City Chiefs,Chiefs,Damien Williams,Damien,Williams,knee injury (out),KC,Damien-Williams-KC-2019,RB,Active
9/27/19,2019,September,27,Kansas City Chiefs,Chiefs,Eric Fisher,Eric,Fisher,groin injury (out),KC,Eric-Fisher-KC-2019,OL,Active
9/27/19,2019,September,27,Kansas City Chiefs,Chiefs,Tyreek Hill,Tyreek,Hill,shoulder injury (out),KC,Tyreek-Hill-KC-2019,WR,Active
9/27/19,2019,September,27,Indianapolis Colts,Colts,Shaquille Leonard,Shaquille,Leonard,concussion (out),IND,Shaquille-Leonard-IND-2019,LB,#N/A
9/27/19,2019,September,27,Indianapolis Colts,Colts,Malik Hooker,Malik,Hooker,knee injury (out),IND,Malik-Hooker-IND-2019,DB,Active
9/27/19,2019,September,27,Indianapolis Colts,Colts,Tyquan Lewis,Tyquan,Lewis,ankle injury (out),IND,Tyquan-Lewis-IND-2019,DL,Active
9/27/19,2019,September,27,Dallas Cowboys,Cowboys,Antwaun Woods,Antwaun,Woods,knee injury (out),DAL,Antwaun-Woods-DAL-2019,DL,Active
9/27/19,2019,September,27,Dallas Cowboys,Cowboys,Michael Gallup,Michael,Gallup,knee injury (out),DAL,Michael-Gallup-DAL-2019,WR,Active
9/27/19,2019,September,27,Dallas Cowboys,Cowboys,Tyrone Crawford,Tyrone,Crawford,hip injury (out),DAL,Tyrone-Crawford-DAL-2019,DL,NA
9/27/19,2019,September,27,Miami Dolphins,Dolphins,Allen Hurns,Allen,Hurns,concussion (out),MIA,Allen-Hurns-MIA-2019,WR,Active
9/27/19,2019,September,27,Miami Dolphins,Dolphins,Jomal Wiltz,Jomal,Wiltz,groin injury (out),MIA,Jomal-Wiltz-MIA-2019,DB,Active
9/27/19,2019,September,27,Atlanta Falcons,Falcons,Kenjon Barner,Kenjon,Barner,concussion (out),ATL,Kenjon-Barner-ATL-2019,RB,Active
9/27/19,2019,September,27,New York Giants,Giants,Alec Ogletree,Alec,Ogletree,hamstring injury (out),NYG,Alec-Ogletree-NYG-2019,LB,Active
9/27/19,2019,September,27,New York Giants,Giants,Saquon Barkley,Saquon,Barkley,high ankle sprain (out),NYG,Saquon-Barkley-NYG-2019,RB,Active
9/27/19,2019,September,27,New York Giants,Giants,Tae Davis,Tae,Davis,concussion (out),NYG,Tae-Davis-NYG-2019,LB,#N/A
9/27/19,2019,September,27,Jacksonville Jaguars,Jaguars,D.J. Alexander,D.J.,Alexander,hamstring injury (out),JAX,D.J.-Alexander-JAX-2019,LB,NA
9/27/19,2019,September,27,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
9/27/19,2019,September,27,Detroit Lions,Lions,Mike Daniels,Mike,Daniels,foot injury (out),DET,Mike-Daniels-DET-2019,DL,NA
9/27/19,2019,September,27,Carolina Panthers,Panthers,Cam Newton,Cam,Newton,foot injury (out),CAR,Cam-Newton-CAR-2019,QB,NA
9/27/19,2019,September,27,Carolina Panthers,Panthers,Trai Turner,Trai,Turner,ankle injury (out),CAR,Trai-Turner-CAR-2019,OL,Active
9/27/19,2019,September,27,Oakland Raiders,Raiders,Dwayne Harris,Dwayne,Harris,ankle injury (out),LV,Dwayne-Harris-LV-2019,WR,NA
9/27/19,2019,September,27,Oakland Raiders,Raiders,Gabe Jackson,Gabe,Jackson,knee injury (out),LV,Gabe-Jackson-LV-2019,OL,Active
9/27/19,2019,September,27,Baltimore Ravens,Ravens,Brynden Trawick,Brynden,Trawick,elbow injury (out),BAL,Brynden-Trawick-BAL-2019,DB,Active
9/27/19,2019,September,27,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,knee injury (out),BAL,Jimmy-Smith-BAL-2019,DB,Active
9/27/19,2019,September,27,Baltimore Ravens,Ravens,Otaro Alaka,Otaro,Alaka,hamstring injury (out),BAL,Otaro-Alaka-BAL-2019,LB,NA
9/27/19,2019,September,27,Washington Redskins,Redskins,Chase Roullier,Chase,Roullier,knee injury (out),WAS,Chase-Roullier-WAS-2019,OL,Active
9/27/19,2019,September,27,Washington Redskins,Redskins,Jordan Reed,Jordan,Reed,concussion (out),WAS,Jordan-Reed-WAS-2019,TE,NA
9/27/19,2019,September,27,New Orleans Saints,Saints,Drew Brees,Drew,Brees,right thumb injury (out),NO,Drew-Brees-NO-2019,QB,Active
9/27/19,2019,September,27,New Orleans Saints,Saints,Tre'Quan Smith,Tre'Quan,Smith,ankle injury (out),NO,Tre'Quan-Smith-NO-2019,WR,Active
9/27/19,2019,September,27,New Orleans Saints,Saints,Will Clapp,Will,Clapp,hand injury (out),NO,Will-Clapp-NO-2019,OL,Active
9/27/19,2019,September,27,Houston Texans,Texans,Seantrel Henderson,Seantrel,Henderson,illness (out),HOU,Seantrel-Henderson-HOU-2019,OL,NA
9/27/19,2019,September,27,Tennessee Titans,Titans,Kevin Pamphile,Kevin,Pamphile,knee injury (out),TEN,Kevin-Pamphile-TEN-2019,OL,Active
9/27/19,2019,September,27,Minnesota Vikings,Vikings,Josh Kline,Josh,Kline,concussion (out),MIN,Josh-Kline-MIN-2019,OL,Active
9/27/19,2019,September,27,Minnesota Vikings,Vikings,Kentrell Brothers,Kentrell,Brothers,wrist injury (out),MIN,Kentrell-Brothers-MIN-2019,LB,Active
9/28/19,2019,September,28,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
9/28/19,2019,September,28,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
9/28/19,2019,September,28,Cincinnati Bengals,Bengals,Kerry Wynn,Kerry,Wynn,concussion (out),CIN,Kerry-Wynn-CIN-2019,DL,NA
9/28/19,2019,September,28,Cincinnati Bengals,Bengals,Ryan Glasgow,Ryan,Glasgow,thigh injury (out),CIN,Ryan-Glasgow-CIN-2019,DL,NA
9/28/19,2019,September,28,Pittsburgh Steelers,Steelers,Anthony Chickillo,Anthony,Chickillo,foot injury (out),PIT,Anthony-Chickillo-PIT-2019,LB,Active
9/28/19,2019,September,28,Pittsburgh Steelers,Steelers,Roosevelt Nix,Roosevelt,Nix,knee injury (out),PIT,Roosevelt-Nix-PIT-2019,RB,NA
9/28/19,2019,September,28,Pittsburgh Steelers,Steelers,Vince Williams,Vince,Williams,hamstring injury (out),PIT,Vince-Williams-PIT-2019,LB,Active
10/2/19,2019,October,2,Los Angeles Rams,Rams,Bryce Hager,Bryce,Hager,shoulder injury (out),LA,Bryce-Hager-LA-2019,LB,NA
10/4/19,2019,October,4,Chicago Bears,Bears,Bilal Nichols,Bilal,Nichols,fractured hand (out),CHI,Bilal-Nichols-CHI-2019,DL,Active
10/4/19,2019,October,4,Chicago Bears,Bears,Mitchell Trubisky,Mitchell,Trubisky,left shoulder injury (out),CHI,Mitchell-Trubisky-CHI-2019,QB,Active
10/4/19,2019,October,4,Chicago Bears,Bears,Taylor Gabriel,Taylor,Gabriel,concussion (out),CHI,Taylor-Gabriel-CHI-2019,WR,Active
10/4/19,2019,October,4,Chicago Bears,Bears,Ted Larsen,Ted,Larsen,knee injury (out),CHI,Ted-Larsen-CHI-2019,OL,Active
10/4/19,2019,October,4,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
10/4/19,2019,October,4,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
10/4/19,2019,October,4,Cincinnati Bengals,Bengals,Kerry Wynn,Kerry,Wynn,concussion (out),CIN,Kerry-Wynn-CIN-2019,DL,NA
10/4/19,2019,October,4,Buffalo Bills,Bills,Corey Thompson,Corey,Thompson,ankle injury (out),BUF,Corey-Thompson-BUF-2019,LB,Active
10/4/19,2019,October,4,Buffalo Bills,Bills,Tyler Kroft,Tyler,Kroft,ankle injury (out),BUF,Tyler-Kroft-BUF-2019,TE,Active
10/4/19,2019,October,4,Denver Broncos,Broncos,Bryce Callahan,Bryce,Callahan,foot injury (out),DEN,Bryce-Callahan-DEN-2019,DB,NA
10/4/19,2019,October,4,Tampa Bay Buccaneers,Buccaneers,Breshad Perriman,Breshad,Perriman,hamstring injury (out),TB,Breshad-Perriman-TB-2019,WR,Active
10/4/19,2019,October,4,Tampa Bay Buccaneers,Buccaneers,Jack Cichy,Jack,Cichy,elbow injury (out),TB,Jack-Cichy-TB-2019,LB,NA
10/4/19,2019,October,4,Arizona Cardinals,Cardinals,Charles Washington,Charles,Washington,shoulder injury (out),ARI,Charles-Washington-ARI-2019,DB,Active
10/4/19,2019,October,4,Arizona Cardinals,Cardinals,Christian Kirk,Christian,Kirk,ankle injury (out),ARI,Christian-Kirk-ARI-2019,WR,Active
10/4/19,2019,October,4,Arizona Cardinals,Cardinals,Dennis Gardeck,Dennis,Gardeck,ankle injury (out),ARI,Dennis-Gardeck-ARI-2019,LB,Active
10/4/19,2019,October,4,Arizona Cardinals,Cardinals,Jordan Mills,Jordan,Mills,knee injury (out),ARI,Jordan-Mills-ARI-2019,OL,NA
10/4/19,2019,October,4,Arizona Cardinals,Cardinals,Zach Allen,Zach,Allen,neck injury (out),ARI,Zach-Allen-ARI-2019,DL,NA
10/4/19,2019,October,4,Los Angeles Chargers,Chargers,Hunter Henry,Hunter,Henry,knee injury (out),LAC,Hunter-Henry-LAC-2019,TE,Active
10/4/19,2019,October,4,Kansas City Chiefs,Chiefs,Dorian O'Daniel,Dorian,O'Daniel,hamstring injury (out),KC,Dorian-O'Daniel-KC-2019,LB,Active
10/4/19,2019,October,4,Kansas City Chiefs,Chiefs,Eric Fisher,Eric,Fisher,groin injury (out),KC,Eric-Fisher-KC-2019,OL,Active
10/4/19,2019,October,4,Kansas City Chiefs,Chiefs,Tyreek Hill,Tyreek,Hill,shoulder injury (out),KC,Tyreek-Hill-KC-2019,WR,Active
10/4/19,2019,October,4,Indianapolis Colts,Colts,Clayton Geathers,Clayton,Geathers,concussion (out),IND,Clayton-Geathers-IND-2019,DB,Active
10/4/19,2019,October,4,Indianapolis Colts,Colts,Shaquille Leonard,Shaquille,Leonard,concussion (out),IND,Shaquille-Leonard-IND-2019,LB,#N/A
10/4/19,2019,October,4,Indianapolis Colts,Colts,Malik Hooker,Malik,Hooker,knee injury (out),IND,Malik-Hooker-IND-2019,DB,Active
10/4/19,2019,October,4,Indianapolis Colts,Colts,Parris Campbell,Parris,Campbell,abdominal injury (out),IND,Parris-Campbell-IND-2019,WR,NA
10/4/19,2019,October,4,Indianapolis Colts,Colts,Tyquan Lewis,Tyquan,Lewis,ankle injury (out),IND,Tyquan-Lewis-IND-2019,DL,Active
10/4/19,2019,October,4,Dallas Cowboys,Cowboys,Tyron Smith,Tyron,Smith,ankle injury (out),DAL,Tyron-Smith-DAL-2019,OL,Active
10/4/19,2019,October,4,Philadelphia Eagles,Eagles,Avonte Maddox,Avonte,Maddox,concussion (out),PHI,Avonte-Maddox-PHI-2019,DB,Active
10/4/19,2019,October,4,Philadelphia Eagles,Eagles,DeSean Jackson,DeSean,Jackson,abdominal injury (out),PHI,DeSean-Jackson-PHI-2019,WR,NA
10/4/19,2019,October,4,Philadelphia Eagles,Eagles,Ronald Darby,Ronald,Darby,hamstring injury (out),PHI,Ronald-Darby-PHI-2019,DB,NA
10/4/19,2019,October,4,Philadelphia Eagles,Eagles,Tim Jernigan,Timmy,Jernigan,foot injury (out),PHI,Timmy-Jernigan-PHI-2019,DL,Active
10/4/19,2019,October,4,Atlanta Falcons,Falcons,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,groin injury (out),ATL,Blidi-Wreh-Wilson-ATL-2019,DB,Active
10/4/19,2019,October,4,Atlanta Falcons,Falcons,Jamon Brown,Jamon,Brown,concussion (out),ATL,Jamon-Brown-ATL-2019,OL,Active
10/4/19,2019,October,4,Atlanta Falcons,Falcons,Kenjon Barner,Kenjon,Barner,knee injury (out),ATL,Kenjon-Barner-ATL-2019,RB,Active
10/4/19,2019,October,4,New York Giants,Giants,Alec Ogletree,Alec,Ogletree,hamstring injury (out),NYG,Alec-Ogletree-NYG-2019,LB,Active
10/4/19,2019,October,4,New York Giants,Giants,Saquon Barkley,Saquon,Barkley,high ankle sprain (out),NYG,Saquon-Barkley-NYG-2019,RB,Active
10/4/19,2019,October,4,New York Giants,Giants,Tae Davis,Tae,Davis,concussion (out),CLE,Tae-Davis-CLE-2019,LB,Active
10/4/19,2019,October,4,Jacksonville Jaguars,Jaguars,Jalen Ramsey,Jalen,Ramsey,back injury (out),LA,Jalen-Ramsey-LA-2019,DB,Active
10/4/19,2019,October,4,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
10/4/19,2019,October,4,New York Jets,Jets,Jordan Jenkins,Jordan,Jenkins,calf injury (out),NYJ,Jordan-Jenkins-NYJ-2019,LB,Active
10/4/19,2019,October,4,New York Jets,Jets,Sam Darnold,Sam,Darnold,mononucleosis (out),NYJ,Sam-Darnold-NYJ-2019,QB,Active
10/4/19,2019,October,4,Green Bay Packers,Packers,Davante Adams,Davante,Adams,toe injury (out),GB,Davante-Adams-GB-2019,WR,Active
10/4/19,2019,October,4,Green Bay Packers,Packers,Jamaal Williams,Jamaal,Williams,concussion (out),GB,Jamaal-Williams-GB-2019,RB,Active
10/4/19,2019,October,4,Green Bay Packers,Packers,Tony Brown,Tony,Brown,hamstring injury (out),GB,Tony-Brown-GB-2019,DB,NA
10/4/19,2019,October,4,Carolina Panthers,Panthers,Cam Newton,Cam,Newton,foot injury (out),CAR,Cam-Newton-CAR-2019,QB,NA
10/4/19,2019,October,4,Carolina Panthers,Panthers,Chris Manhertz,Chris,Manhertz,concussion (out),CAR,Chris-Manhertz-CAR-2019,TE,Active
10/4/19,2019,October,4,Carolina Panthers,Panthers,Donte Jackson,Donte,Jackson,groin injury (out),CAR,Donte-Jackson-CAR-2019,DB,Active
10/4/19,2019,October,4,Carolina Panthers,Panthers,Greg Little,Greg,Little,concussion (out),CAR,Greg-Little-CAR-2019,OL,NA
10/4/19,2019,October,4,Carolina Panthers,Panthers,Trai Turner,Trai,Turner,ankle injury (out),CAR,Trai-Turner-CAR-2019,OL,Active
10/4/19,2019,October,4,Oakland Raiders,Raiders,Gabe Jackson,Gabe,Jackson,knee injury (out),LV,Gabe-Jackson-LV-2019,OL,Active
10/4/19,2019,October,4,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,knee injury (out),BAL,Jimmy-Smith-BAL-2019,DB,Active
10/4/19,2019,October,4,Washington Redskins,Redskins,Brandon Scherff,Brandon,Scherff,ankle injury (out),WAS,Brandon-Scherff-WAS-2019,OL,NA
10/4/19,2019,October,4,Washington Redskins,Redskins,Jordan Reed,Jordan,Reed,concussion (out),WAS,Jordan-Reed-WAS-2019,TE,NA
10/4/19,2019,October,4,Washington Redskins,Redskins,Josh Harvey-Clemons,Josh,Harvey-Clemons,hamstring injury (out),WAS,Josh-Harvey-Clemons-WAS-2019,LB,Active
10/4/19,2019,October,4,Washington Redskins,Redskins,Vernon Davis,Vernon,Davis,concussion (out),WAS,Vernon-Davis-WAS-2019,TE,NA
10/4/19,2019,October,4,New Orleans Saints,Saints,Drew Brees,Drew,Brees,right thumb injury (out),NO,Drew-Brees-NO-2019,QB,Active
10/4/19,2019,October,4,New Orleans Saints,Saints,Trey Hendrickson,Trey,Hendrickson,neck injury (out),NO,Trey-Hendrickson-NO-2019,DL,Active
10/4/19,2019,October,4,Pittsburgh Steelers,Steelers,Anthony Chickillo,Anthony,Chickillo,foot injury (out),PIT,Anthony-Chickillo-PIT-2019,LB,Active
10/4/19,2019,October,4,Pittsburgh Steelers,Steelers,Roosevelt Nix,Roosevelt,Nix,knee injury (out),PIT,Roosevelt-Nix-PIT-2019,RB,NA
10/4/19,2019,October,4,Houston Texans,Texans,Greg Mancz,Greg,Mancz,concussion (out),HOU,Greg-Mancz-HOU-2019,OL,Active
10/4/19,2019,October,4,Tennessee Titans,Titans,Kevin Pamphile,Kevin,Pamphile,knee injury (out),TEN,Kevin-Pamphile-TEN-2019,OL,Active
10/4/19,2019,October,4,Minnesota Vikings,Vikings,Kentrell Brothers,Kentrell,Brothers,hamstring injury (out),MIN,Kentrell-Brothers-MIN-2019,LB,Active
10/4/19,2019,October,4,Minnesota Vikings,Vikings,Mackensie Alexander,Mackensie,Alexander,elbow injury (out),MIN,Mackensie-Alexander-MIN-2019,DB,Active
10/5/19,2019,October,5,San Francisco 49ers,49ers,Ahkello Witherspoon,Ahkello,Witherspoon,foot injury (out),SF,Ahkello-Witherspoon-SF-2019,DB,Active
10/5/19,2019,October,5,San Francisco 49ers,49ers,Joe Staley,Joe,Staley,fibula injury (out),SF,Joe-Staley-SF-2019,OL,Active
10/5/19,2019,October,5,Cleveland Browns,Browns,Kendall Lamm,Kendall,Lamm,knee injury (out),CLE,Kendall-Lamm-CLE-2019,OL,Active
10/9/19,2019,October,9,New York Giants,Giants,Evan Engram,Evan,Engram,knee injury (out),NYG,Evan-Engram-NYG-2019,TE,NA
10/9/19,2019,October,9,New York Giants,Giants,Saquon Barkley,Saquon,Barkley,high ankle sprain (out),NYG,Saquon-Barkley-NYG-2019,RB,Active
10/9/19,2019,October,9,New York Giants,Giants,Sterling Shepard,Sterling,Shepard,concussion (out),NYG,Sterling-Shepard-NYG-2019,WR,Active
10/9/19,2019,October,9,New York Giants,Giants,Wayne Gallman Jr.,Wayne,Gallman,concussion (out),NYG,Wayne-Gallman-NYG-2019,RB,Active
10/9/19,2019,October,9,New England Patriots,Patriots,Phillip Dorsett II,Phillip,Dorsett,hamstring injury (out),NE,Phillip-Dorsett-NE-2019,WR,Active
10/11/19,2019,October,11,San Francisco 49ers,49ers,Ahkello Witherspoon,Ahkello,Witherspoon,foot injury (out),SF,Ahkello-Witherspoon-SF-2019,DB,Active
10/11/19,2019,October,11,San Francisco 49ers,49ers,Joe Staley,Joe,Staley,fibula injury (out),SF,Joe-Staley-SF-2019,OL,Active
10/11/19,2019,October,11,San Francisco 49ers,49ers,Kyle Juszczyk,Kyle,Juszczyk,knee injury (out),SF,Kyle-Juszczyk-SF-2019,RB,Active
10/11/19,2019,October,11,San Francisco 49ers,49ers,Mike McGlinchey,Mike,McGlinchey,knee injury (out),SF,Mike-McGlinchey-SF-2019,OL,Active
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,A.J. Green,A.J.,Green,ankle injury (out),CIN,A.J.-Green-CIN-2019,WR,NA
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,Andre Smith,Andre,Smith,ankle injury (out),CIN,Andre-Smith-CIN-2019,OL,NA
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,Carlos Dunlap,Carlos,Dunlap,knee injury (out),CIN,Carlos-Dunlap-CIN-2019,DL,Active
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,Cordy Glenn,Cordy,Glenn,concussion (out),CIN,Cordy-Glenn-CIN-2019,OL,Active
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,Kerry Wynn,Kerry,Wynn,concussion (out),CIN,Kerry-Wynn-CIN-2019,DL,NA
10/11/19,2019,October,11,Cincinnati Bengals,Bengals,Ryan Glasgow,Ryan,Glasgow,thigh injury (out),CIN,Ryan-Glasgow-CIN-2019,DL,NA
10/11/19,2019,October,11,Denver Broncos,Broncos,Bryce Callahan,Bryce,Callahan,foot injury (out),DEN,Bryce-Callahan-DEN-2019,DB,NA
10/11/19,2019,October,11,Tampa Bay Buccaneers,Buccaneers,Alex Cappa,Alex,Cappa,forearm injury (out),TB,Alex-Cappa-TB-2019,OL,Active
10/11/19,2019,October,11,Tampa Bay Buccaneers,Buccaneers,Breshad Perriman,Breshad,Perriman,hamstring injury (out),TB,Breshad-Perriman-TB-2019,WR,Active
10/11/19,2019,October,11,Tampa Bay Buccaneers,Buccaneers,Demar Dotson,Demar,Dotson,hamstring injury (out),TB,Demar-Dotson-TB-2019,OL,Active
10/11/19,2019,October,11,Tampa Bay Buccaneers,Buccaneers,Jack Cichy,Jack,Cichy,elbow injury (out),TB,Jack-Cichy-TB-2019,LB,NA
10/11/19,2019,October,11,Arizona Cardinals,Cardinals,Charles Washington,Charles,Washington,shoulder injury (out),ARI,Charles-Washington-ARI-2019,DB,Active
10/11/19,2019,October,11,Arizona Cardinals,Cardinals,Dennis Gardeck,Dennis,Gardeck,ankle injury (out),ARI,Dennis-Gardeck-ARI-2019,LB,Active
10/11/19,2019,October,11,Arizona Cardinals,Cardinals,Ezekiel Turner,Zeke,Turner,hamstring injury (out),ARI,Zeke-Turner-ARI-2019,LB,Active
10/11/19,2019,October,11,Kansas City Chiefs,Chiefs,Chris Jones,Chris,Jones,groin injury (out),KC,Chris-Jones-KC-2019,DL,Active
10/11/19,2019,October,11,Kansas City Chiefs,Chiefs,Dorian O'Daniel,Dorian,O'Daniel,hamstring injury (out),KC,Dorian-O'Daniel-KC-2019,LB,Active
10/11/19,2019,October,11,Kansas City Chiefs,Chiefs,Eric Fisher,Eric,Fisher,groin injury (out),KC,Eric-Fisher-KC-2019,OL,Active
10/11/19,2019,October,11,Philadelphia Eagles,Eagles,Avonte Maddox,Avonte,Maddox,concussion (out),PHI,Avonte-Maddox-PHI-2019,DB,Active
10/11/19,2019,October,11,Philadelphia Eagles,Eagles,Darren Sproles,Darren,Sproles,quadriceps injury (out),PHI,Darren-Sproles-PHI-2019,RB,NA
10/11/19,2019,October,11,Philadelphia Eagles,Eagles,DeSean Jackson,DeSean,Jackson,abdominal injury (out),PHI,DeSean-Jackson-PHI-2019,WR,NA
10/11/19,2019,October,11,Philadelphia Eagles,Eagles,Ronald Darby,Ronald,Darby,hamstring injury (out),PHI,Ronald-Darby-PHI-2019,DB,NA
10/11/19,2019,October,11,Philadelphia Eagles,Eagles,Tim Jernigan,Timmy,Jernigan,foot injury (out),PHI,Timmy-Jernigan-PHI-2019,DL,Active
10/11/19,2019,October,11,Atlanta Falcons,Falcons,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,groin injury (out),ATL,Blidi-Wreh-Wilson-ATL-2019,DB,Active
10/11/19,2019,October,11,Atlanta Falcons,Falcons,Desmond Trufant,Desmond,Trufant,toe injury (out),ATL,Desmond-Trufant-ATL-2019,DB,NA
10/11/19,2019,October,11,Atlanta Falcons,Falcons,Matt Wile,Matt,Wile,right quadriceps injury (out),DET,Matt-Wile-DET-2019,SPEC,NA
10/11/19,2019,October,11,Jacksonville Jaguars,Jaguars,Josh Oliver,Josh,Oliver,hamstring injury (out),JAX,Josh-Oliver-JAX-2019,TE,NA
10/11/19,2019,October,11,Carolina Panthers,Panthers,Cam Newton,Cam,Newton,foot injury (out),CAR,Cam-Newton-CAR-2019,QB,NA
10/11/19,2019,October,11,Carolina Panthers,Panthers,Christian Miller,Christian,Miller,ankle injury (out),CAR,Christian-Miller-CAR-2019,LB,Active
10/11/19,2019,October,11,Carolina Panthers,Panthers,Greg Little,Greg,Little,concussion (out),CAR,Greg-Little-CAR-2019,OL,NA
10/11/19,2019,October,11,Carolina Panthers,Panthers,Natrell Jamerson,Natrell,Jamerson,foot injury (out),CAR,Natrell-Jamerson-CAR-2019,DB,NA
10/11/19,2019,October,11,Carolina Panthers,Panthers,Trai Turner,Trai,Turner,ankle injury (out),CAR,Trai-Turner-CAR-2019,OL,Active
10/11/19,2019,October,11,Los Angeles Rams,Rams,Clay Matthews III,Clay,Matthews,jaw injury (out),LA,Clay-Matthews-LA-2019,LB,Active
10/11/19,2019,October,11,Los Angeles Rams,Rams,Aqib Talib,Aqib,Talib,fractured ribs (out),MIA,Aqib-Talib-MIA-2019,DB,NA
10/11/19,2019,October,11,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,knee injury (out),BAL,Jimmy-Smith-BAL-2019,DB,Active
10/11/19,2019,October,11,Washington Redskins,Redskins,Deshazor Everett,Deshazor,Everett,ankle injury (out),WAS,Deshazor-Everett-WAS-2019,DB,NA
