Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Bengals,9/17/21,Trae Waynes,hamstring injury (out),Trae,Waynes,2021,CIN,2021_Waynes_CIN
Bengals,9/28/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,10/18/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,12/10/21,Logan Wilson,shoulder injury (out),Logan,Wilson,2021,CIN,2021_Wilson_CIN
Bengals,12/4/20,Tony Brown ,hamstring injury (out),Tony,Brown,2020,CIN,2020_Brown_CIN
Bengals,11/20/20,Joe Mixon,foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,10/11/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,11/8/19,Dre Kirkpatrick,knee injury (out),Dre,Kirkpatrick,2019,CIN,2019_Kirkpatrick_CIN
Bengals,10/30/20,Trey Hopkins,concussion (out),Trey,Hopkins,2020,CIN,2020_Hopkins_CIN
Bengals,12/19/20,Brandon Allen,knee injury (out),Brandon,Allen,2020,CIN,2020_Allen_CIN
Bengals,10/18/19,Carl Lawson,hamstring injury (out),Carl,Lawson,2019,CIN,2019_Lawson_CIN
Bengals,11/29/19,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,9/29/21,Tee Higgins,shoulder injury (out),Tee,Higgins,2021,CIN,2021_Higgins_CIN
Bengals,10/23/20,Joe Mixon,foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,10/18/19,John Miller ,groin injury (out),John,Miller,2019,CIN,2019_Miller_CIN
Bengals,10/25/19,Darqueze Dennard,hamstring injury (out),Darqueze,Dennard,2019,CIN,2019_Dennard_CIN
Bengals,10/23/20,William Jackson III,concussion (out),William,Jackson,2020,CIN,2020_Jackson_CIN
Bengals,12/20/19,John Miller ,concussion (out),John,Miller,2019,CIN,2019_Miller_CIN
Bengals,10/11/19,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,9/20/19,B.W. Webb,forearm injury (out),B.W.,Webb,2019,CIN,2019_Webb_CIN
Bengals,9/13/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,12/24/21,Logan Wilson,shoulder injury (out),Logan,Wilson,2021,CIN,2021_Wilson_CIN
Bengals,9/11/20,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,10/18/19,William Jackson III,shoulder injury (out),William,Jackson,2019,CIN,2019_Jackson_CIN
Bengals,10/11/19,Carlos Dunlap,knee injury (out),Carlos,Dunlap,2019,CIN,2019_Dunlap_CIN
Bengals,10/11/19,Andre Smith ,ankle injury (out),Andre,Smith,2019,CIN,2019_Smith_CIN
Bengals,1/1/21,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,9/20/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,10/2/20,Logan Wilson,concussion (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,12/6/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,11/15/19,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,12/4/20,Alex Redmond,concussion (out),Alex,Redmond,2020,CIN,2020_Redmond_CIN
Bengals,10/30/20,Joe Mixon,foot injury (out),Joe,Mixon,2020,CIN,2020_Mixon_CIN
Bengals,12/25/20,B.J. Finney,abdominal injury (out),B.J.,Finney,2020,CIN,2020_Finney_CIN
Bengals,9/16/20,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,12/20/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,9/13/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,10/25/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,10/25/19,Carl Lawson,hamstring injury (out),Carl,Lawson,2019,CIN,2019_Lawson_CIN
Bengals,11/8/19,Alex Redmond,knee injury (out),Alex,Redmond,2019,CIN,2019_Redmond_CIN
Bengals,9/11/22,Devin Asiasi,quadriceps injury (out),Devin,Asiasi,2022,CIN,2022_Asiasi_CIN
Bengals,11/22/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,9/28/19,Ryan Glasgow,thigh injury (out),Ryan,Glasgow,2019,CIN,2019_Glasgow_CIN
Bengals,10/18/19,Andre Smith ,ankle injury (out),Andre,Smith,2019,CIN,2019_Smith_CIN
Bengals,12/13/19,Renell Wren,hip injury (out),Renell,Wren,2019,CIN,2019_Wren_CIN
Bengals,10/18/19,Dre Kirkpatrick,knee injury (out),Dre,Kirkpatrick,2019,CIN,2019_Kirkpatrick_CIN
Bengals,11/29/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,11/15/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,12/19/20,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,12/25/20,Jordan Evans,hamstring injury (out),Jordan,Evans,2020,CIN,2020_Evans_CIN
Bengals,11/13/20,Leshaun Sims,concussion (out),Leshaun,Sims,2020,CIN,2020_Sims_CIN
Bengals,12/6/19,Drew Sample,ankle injury (out),Drew,Sample,2019,CIN,2019_Sample_CIN
Bengals,11/15/19,Alex Redmond,knee injury (out),Alex,Redmond,2019,CIN,2019_Redmond_CIN
Bengals,9/20/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,9/16/20,Mike Daniels,groin injury (out),Mike,Daniels,2020,CIN,2020_Daniels_CIN
Bengals,10/11/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,12/25/20,Logan Wilson,ankle injury (out),Logan,Wilson,2020,CIN,2020_Wilson_CIN
Bengals,1/7/22,Cameron Sample ,hamstring injury (out),Cameron,Sample,2021,CIN,2021_Sample_CIN
Bengals,10/2/20,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,9/28/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,11/13/20,John Ross III,foot injury (out),John,Ross,2020,CIN,2020_Ross_CIN
Bengals,9/25/20,Geno Atkins,shoulder injury (out),Geno,Atkins,2020,CIN,2020_Atkins_CIN
Bengals,10/25/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,10/15/21,D'Ante Smith,knee injury (out),D'Ante,Smith,2021,CIN,2021_Smith_CIN
Bengals,9/28/19,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,10/8/21,Xavier Su'a-Filo,knee injury (out),Xavier,Su'a-Filo,2021,CIN,2021_Su'a-Filo_CIN
Bengals,1/7/22,Jalen Davis,ankle injury (out),Jalen,Davis,2021,CIN,2021_Davis_CIN
Bengals,11/8/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,11/29/19,Cethan Carter,concussion (out),Cethan,Carter,2019,CIN,2019_Carter_CIN
Bengals,10/4/19,Cordy Glenn,concussion (out),Cordy,Glenn,2019,CIN,2019_Glenn_CIN
Bengals,12/31/21,Jalen Davis,ankle injury (out),Jalen,Davis,2021,CIN,2021_Davis_CIN
Bengals,10/4/19,A.J. Green ,ankle injury (out),A.J.,Green,2019,CIN,2019_Green_CIN
Bengals,10/4/19,Kerry Wynn,concussion (out),Kerry,Wynn,2019,CIN,2019_Wynn_CIN
Bengals,1/25/23,Jonah Williams ,knee injury (out indefinitely),Jonah,Williams,2022,CIN,2022_Williams_CIN
Bengals,11/13/20,Bobby Hart,knee injury (out),Bobby,Hart,2020,CIN,2020_Hart_CIN
Bengals,11/13/20,Darius Phillips,groin injury (out),Darius,Phillips,2020,CIN,2020_Phillips_CIN
Bengals,12/31/21,Cameron Sample ,hamstring injury (out),Cameron,Sample,2021,CIN,2021_Sample_CIN
Bills,10/1/21,Jordan Poyer,ankle injury (out),Jordan,Poyer,2021,BUF,2021_Poyer_BUF
Bills,10/30/20,Cody Ford,knee injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,11/27/20,Cody Ford,ankle injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,10/23/20,Tyrel Dodson,hamstring injury (out),Tyrel,Dodson,2020,BUF,2020_Dodson_BUF
Bills,9/20/19,Devin Singletary,hamstring injury (out),Devin,Singletary,2019,BUF,2019_Singletary_BUF
Bills,9/11/20,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,11/12/21,Tremaine Edmunds,hamstring injury (out),Tremaine,Edmunds,2021,BUF,2021_Edmunds_BUF
Bills,12/19/20,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Bills,10/23/20,John Brown ,knee injury (out),John,Brown,2020,BUF,2020_Brown_BUF
Bills,11/22/19,Siran Neal,concussion (out),Siran,Neal,2019,BUF,2019_Neal_BUF
Bills,12/6/19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,11/1/19,Maurice Alexander,knee injury (out),Maurice,Alexander,2019,BUF,2019_Alexander_BUF
Bills,12/1/22,Dion Dawkins,ankle injury (out),Dion,Dawkins,2022,BUF,2022_Dawkins_BUF
Bills,9/13/19,Andre Roberts,quadriceps injury (out),Andre,Roberts,2019,BUF,2019_Roberts_BUF
Bills,12/26/20,Reggie Gilliam,knee injury (out),Reggie,Gilliam,2020,BUF,2020_Gilliam_BUF
Bills,10/2/20,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,10/23/20,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,11/6/20,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2020,BUF,2020_Jones_BUF
Bills,1/1/21,Cole Beasley,knee injury (out),Cole,Beasley,2020,BUF,2020_Beasley_BUF
Bills,11/27/20,John Brown ,ankle injury (out),John,Brown,2020,BUF,2020_Brown_BUF
Bills,10/29/21,Dawson Knox,hand injury (out),Dawson,Knox,2021,BUF,2021_Knox_BUF
Bills,10/1/21,Jon Feliciano,concussion (out),Jon,Feliciano,2021,BUF,2021_Feliciano_BUF
Bills,9/18/20,Tremaine Edmunds,shoulder injury (out),Tremaine,Edmunds,2020,BUF,2020_Edmunds_BUF
Bills,9/18/20,Matt Milano,hamstring injury (out),Matt,Milano,2020,BUF,2020_Milano_BUF
Bills,9/20/19,Taron Johnson,hamstring injury (out),Taron,Johnson,2019,BUF,2019_Johnson_BUF
Bills,12/27/19,Shaq Lawson,hamstring injury (out),Shaq,Lawson,2019,BUF,2019_Lawson_BUF
Bills,11/13/20,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,12/13/19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,1/3/23,Damar Hamlin,heart ailment (out indefinitely),Damar,Hamlin,2022,BUF,2022_Hamlin_BUF
Bills,10/23/20,Dawson Knox,calf injury (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,11/6/20,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,12/10/21,Tommy Sweeney,hip injury (out),Tommy,Sweeney,2021,BUF,2021_Sweeney_BUF
Bills,11/6/20,T.J. Yeldon,back injury (out),T.J.,Yeldon,2020,BUF,2020_Yeldon_BUF
Bills,10/23/20,Cody Ford,knee injury (out),Cody,Ford,2020,BUF,2020_Ford_BUF
Bills,1/1/21,Reggie Gilliam,knee injury (out),Reggie,Gilliam,2020,BUF,2020_Gilliam_BUF
Bills,9/25/20,Zack Moss,toe injury (out),Zack,Moss,2020,BUF,2020_Moss_BUF
Bills,11/13/20,Harrison Phillips,quadriceps injury (out),Harrison,Phillips,2020,BUF,2020_Phillips_BUF
Bills,10/30/20,Josh Norman ,hamstring injury (out),Josh,Norman,2020,BUF,2020_Norman_BUF
Bills,12/10/21,Star Lotulelei,toe injury (out),Star,Lotulelei,2021,BUF,2021_Lotulelei_BUF
Bills,12/27/19,Andre Roberts,foot injury (out),Andre,Roberts,2019,BUF,2019_Roberts_BUF
Bills,9/27/19,Tyler Kroft,ankle injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,9/20/19,Tyler Kroft,foot injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,9/18/20,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,11/6/20,Mitch Morse,concussion (out),Mitch,Morse,2020,BUF,2020_Morse_BUF
Bills,12/1/22,Von Miller,knee injury (out),Von,Miller,2022,BUF,2022_Miller_BUF
Bills,11/22/19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,9/10/21,Star Lotulelei,calf injury (out),Star,Lotulelei,2021,BUF,2021_Lotulelei_BUF
Bills,9/27/19,Corey Thompson,ankle injury (out),Corey,Thompson,2019,BUF,2019_Thompson_BUF
Bills,11/27/19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,9/25/20,Dawson Knox,concussion (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,9/25/20,Del'Shawn Phillips,quadriceps injury (out),Del'Shawn,Phillips,2020,BUF,2020_Phillips_BUF
Bills,12/19/19,Ty Nsekhe,ankle injury (out),Ty,Nsekhe,2019,BUF,2019_Nsekhe_BUF
Bills,10/17/20,Dawson Knox,calf injury (out),Dawson,Knox,2020,BUF,2020_Knox_BUF
Bills,10/4/19,Tyler Kroft,ankle injury (out),Tyler,Kroft,2019,BUF,2019_Kroft_BUF
Bills,11/13/20,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2020,BUF,2020_Jones_BUF
Bills,9/13/19,Taron Johnson,hamstring injury (out),Taron,Johnson,2019,BUF,2019_Johnson_BUF
Bills,12/18/20,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Bills,1/7/22,Efe Obada,ankle injury (out),Efe,Obada,2021,BUF,2021_Obada_BUF
Bills,11/6/20,Matt Milano,pectoral injury (out),Matt,Milano,2020,BUF,2020_Milano_BUF
Bills,11/5/21,Jon Feliciano,calf injury (out),Jon,Feliciano,2021,BUF,2021_Feliciano_BUF
Bills,11/5/21,Dawson Knox,hand injury (out),Dawson,Knox,2021,BUF,2021_Knox_BUF
Bills,10/4/19,Corey Thompson,ankle injury (out),Corey,Thompson,2019,BUF,2019_Thompson_BUF
Bills,12/11/20,Jaquan Johnson,ankle injury (out),Jaquan,Johnson,2020,BUF,2020_Johnson_BUF
Broncos,11/27/20,Trey Marshall,shin injury (out),Trey,Marshall,2020,DEN,2020_Marshall_DEN
Broncos,12/13/19,Juwann Winfree,hamstring injury (out),Juwann,Winfree,2019,DEN,2019_Winfree_DEN
Broncos,10/23/20,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,12/13/19,DeMarcus Walker,ankle injury (out),DeMarcus,Walker,2019,DEN,2019_Walker_DEN
Broncos,12/24/21,Kenny Young,concussion (out),Kenny,Young,2021,DEN,2021_Young_DEN
Broncos,12/13/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,12/27/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,10/30/20,Diontae Spencer,shoulder injury (out),Diontae,Spencer,2020,DEN,2020_Spencer_DEN
Broncos,10/16/20,K.J. Hamler,hamstring injury (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,9/18/20,Phillip Lindsay,foot injury (out),Phillip,Lindsay,2020,DEN,2020_Lindsay_DEN
Broncos,9/16/20,DeShawn Williams,calf injury (out),DeShawn,Williams,2020,DEN,2020_Williams_DEN
Broncos,9/12/20,Von Miller,ankle injury (out),Von,Miller,2020,DEN,2020_Miller_DEN
Broncos,10/23/20,Diontae Spencer,shoulder injury (out),Diontae,Spencer,2020,DEN,2020_Spencer_DEN
Broncos,10/16/20,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,9/20/19,Joseph Jones ,triceps injury (out),Joseph,Jones,2019,DEN,2019_Jones_DEN
Broncos,10/25/19,Will Parks,hand injury (out),Will,Parks,2019,DEN,2019_Parks_DEN
Broncos,9/18/20,Mark Barron,hamstring injury (out),Mark,Barron,2020,DEN,2020_Barron_DEN
Broncos,12/20/19,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,10/30/20,Andrew Beck,hamstring injury (out),Andrew,Beck,2020,DEN,2020_Beck_DEN
Broncos,9/12/20,Mark Barron,hamstring injury (out),Mark,Barron,2020,DEN,2020_Barron_DEN
Broncos,10/25/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,12/13/19,Adam Gotsis,knee injury (out),Adam,Gotsis,2019,DEN,2019_Gotsis_DEN
Broncos,9/13/19,Joseph Jones ,triceps injury (out),Joseph,Jones,2019,DEN,2019_Jones_DEN
Broncos,9/25/20,Davontae Harris,hamstring injury (out),Davontae,Harris,2020,DEN,2020_Harris_DEN
Broncos,12/27/19,Elijah Wilkinson,ankle injury (out),Elijah,Wilkinson,2019,DEN,2019_Wilkinson_DEN
Broncos,11/20/20,Joseph Jones ,calf injury (out),Joseph,Jones,2020,DEN,2020_Jones_DEN
Broncos,10/16/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,10/15/21,Michael Ford ,knee injury (out),Michael,Ford,2021,DEN,2021_Ford_DEN
Broncos,8/23/20,Justin Strnad,dislocated wrist (out indefinitely),Justin,Strnad,2020,DEN,2020_Strnad_DEN
Broncos,9/20/19,Andy Janovich,pectoral muscle injury (out),Andy,Janovich,2019,DEN,2019_Janovich_DEN
Broncos,1/1/21,K.J. Hamler,concussion (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,12/4/20,Trey Marshall,shin injury (out),Trey,Marshall,2020,DEN,2020_Marshall_DEN
Broncos,8/2/22,Tim Patrick,torn ACL in knee (out indefinitely),Tim,Patrick,2022,DEN,2022_Patrick_DEN
Broncos,9/25/20,Drew Lock,right shoulder injury (out),Drew,Lock,2020,DEN,2020_Lock_DEN
Broncos,11/1/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,9/27/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,9/27/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,9/11/20,DeShawn Williams,calf injury (out),DeShawn,Williams,2020,DEN,2020_Williams_DEN
Broncos,9/13/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,11/13/20,Joseph Jones ,calf injury (out),Joseph,Jones,2020,DEN,2020_Jones_DEN
Broncos,10/1/21,Graham Glasgow,knee injury (out),Graham,Glasgow,2021,DEN,2021_Glasgow_DEN
Broncos,10/10/20,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,10/20/21,Baron Browning,concussion (out),Baron,Browning,2021,DEN,2021_Browning_DEN
Broncos,9/20/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,10/20/21,Aaron Patrick,ankle injury (out),Aaron,Patrick,2021,DEN,2021_Patrick_DEN
Broncos,12/20/19,Ja'Wuan James,knee injury (out),Ja'Wuan,James,2019,DEN,2019_James_DEN
Broncos,12/6/19,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,12/24/21,Teddy Bridgewater,concussion (out),Teddy,Bridgewater,2021,DEN,2021_Bridgewater_DEN
Broncos,9/30/20,Jeremiah Attaochu,quadriceps injury (out),Jeremiah,Attaochu,2020,DEN,2020_Attaochu_DEN
Broncos,9/30/20,Drew Lock,right shoulder injury (out),Drew,Lock,2020,DEN,2020_Lock_DEN
Broncos,5/14/21,DaeSean Hamilton,torn ACL in knee (out indefinitely),DaeSean,Hamilton,2021,DEN,2021_Hamilton_DEN
Broncos,12/20/19,Adam Gotsis,knee injury (out),Adam,Gotsis,2019,DEN,2019_Gotsis_DEN
Broncos,12/31/21,Teddy Bridgewater,concussion (out),Teddy,Bridgewater,2021,DEN,2021_Bridgewater_DEN
Broncos,10/10/20,Noah Fant,ankle injury (out),Noah,Fant,2020,DEN,2020_Fant_DEN
Broncos,9/13/19,Andy Janovich,pectoral muscle injury (out),Andy,Janovich,2019,DEN,2019_Janovich_DEN
Broncos,11/12/21,Garett Bolles,ankle injury (out),Garett,Bolles,2021,DEN,2021_Bolles_DEN
Broncos,10/11/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,11/22/19,Justin Hollins,hamstring injury (out),Justin,Hollins,2019,DEN,2019_Hollins_DEN
Broncos,10/29/21,Mike Purcell,thumb injury (out),Mike,Purcell,2021,DEN,2021_Purcell_DEN
Broncos,12/25/20,Phillip Lindsay,hip injury (out),Phillip,Lindsay,2020,DEN,2020_Lindsay_DEN
Broncos,11/1/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,10/4/19,Bryce Callahan,foot injury (out),Bryce,Callahan,2019,DEN,2019_Callahan_DEN
Broncos,1/6/22,Patrick Surtain II ,calf injury (out),Patrick,Surtain,2021,DEN,2021_Surtain_DEN
Broncos,11/5/21,Garett Bolles,ankle injury (out),Garett,Bolles,2021,DEN,2021_Bolles_DEN
Broncos,12/13/19,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,11/1/19,Jeff Heuerman,knee injury (out),Jeff,Heuerman,2019,DEN,2019_Heuerman_DEN
Broncos,1/6/22,Ronald Darby,shoulder injury (out),Ronald,Darby,2021,DEN,2021_Darby_DEN
Broncos,10/10/20,K.J. Hamler,hamstring injury (out),K.J.,Hamler,2020,DEN,2020_Hamler_DEN
Broncos,11/1/19,Will Parks,hand injury (out),Will,Parks,2019,DEN,2019_Parks_DEN
Broncos,12/27/19,Ronald Leary ,concussion (out),Ronald,Leary,2019,DEN,2019_Leary_DEN
Broncos,10/17/20,Melvin Gordon III,illness (out),Melvin,Gordon,2020,DEN,2020_Gordon_DEN
Broncos,11/6/20,A.J. Bouye,concussion (out),A.J.,Bouye,2020,DEN,2020_Bouye_DEN
Broncos,11/12/21,Bobby Massie,ankle injury (out),Bobby,Massie,2021,DEN,2021_Massie_DEN
Broncos,10/8/21,Albert Okwuegbunam,hamstring injury (out),Albert,Okwuegbunam,2021,DEN,2021_Okwuegbunam_DEN
Browns,10/5/19,Kendall Lamm,knee injury (out),Kendall,Lamm,2019,CLE,2019_Lamm_CLE
Browns,9/25/20,Greedy Williams,shoulder injury (out),Greedy,Williams,2020,CLE,2020_Williams_CLE
Browns,1/1/21,Nick Harris,knee injury (out),Nick,Harris,2020,CLE,2020_Harris_CLE
Browns,10/16/20,Wyatt Teller,calf injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
Browns,9/16/20,Mack Wilson,knee injury (out),Mack,Wilson,2020,CLE,2020_Wilson_CLE
Browns,12/13/19,Olivier Vernon,knee injury (out),Olivier,Vernon,2019,CLE,2019_Vernon_CLE
Browns,11/27/20,Sheldrick Redwine,knee injury (out),Sheldrick,Redwine,2020,CLE,2020_Redwine_CLE
Browns,10/15/21,Malcolm Smith,abdominal injury (out),Malcolm,Smith,2021,CLE,2021_Smith_CLE
Browns,12/10/21,Anthony Schwartz,concussion (out),Anthony,Schwartz,2021,CLE,2021_Schwartz_CLE
Browns,10/20/21,Baker Mayfield,left shoulder injury (out),Baker,Mayfield,2021,CLE,2021_Mayfield_CLE
Browns,12/25/20,Wyatt Teller,ankle injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
Browns,10/1/21,Greg Newsome II,calf injury (out),Greg,Newsome,2021,CLE,2021_Newsome_CLE
Browns,9/16/20,Kevin Johnson ,lacerated liver (out),Kevin,Johnson,2020,CLE,2020_Johnson_CLE
Browns,9/14/19,Damarious Randall,hand injury (out),Damarious,Randall,2019,CLE,2019_Randall_CLE
Browns,10/16/20,Ronnie Harrison Jr.,concussion (out),Ronnie,Harrison,2020,CLE,2020_Harrison_CLE
Browns,8/24/20,Grant Delpit,torn right Achilles tendon (out for season),Grant,Delpit,2020,CLE,2020_Delpit_CLE
Browns,11/13/19,Eric Murray,knee injury (out),Eric,Murray,2019,CLE,2019_Murray_CLE
Browns,10/29/21,Denzel Ward,hamstring injury (out),Denzel,Ward,2021,CLE,2021_Ward_CLE
Browns,10/16/20,Jacob Phillips,knee injury (out),Jacob,Phillips,2020,CLE,2020_Phillips_CLE
Browns,10/25/19,Damarious Randall,hamstring injury (out),Damarious,Randall,2019,CLE,2019_Randall_CLE
Browns,1/1/22,Troy Hill ,knee injury (out),Troy,Hill,2021,CLE,2021_Hill_CLE
Browns,9/14/19,Kendall Lamm,knee injury (out),Kendall,Lamm,2019,CLE,2019_Lamm_CLE
Browns,12/11/21,Greg Newsome II,concussion (out),Greg,Newsome,2021,CLE,2021_Newsome_CLE
Browns,10/16/20,Karl Joseph,hamstring injury (out),Karl,Joseph,2020,CLE,2020_Joseph_CLE
Browns,12/13/19,Eric Murray,knee injury (out),Eric,Murray,2019,CLE,2019_Murray_CLE
Browns,10/29/21,Donovan Peoples-Jones,groin injury (out),Donovan,Peoples-Jones,2021,CLE,2021_Peoples-Jones_CLE
Browns,11/5/21,Jack Conklin,elbow injury (out),Jack,Conklin,2021,CLE,2021_Conklin_CLE
Browns,11/19/21,Anthony Schwartz,concussion (out),Anthony,Schwartz,2021,CLE,2021_Schwartz_CLE
Browns,11/13/19,Olivier Vernon,knee injury (out),Olivier,Vernon,2019,CLE,2019_Vernon_CLE
Browns,10/1/21,Chris Hubbard,triceps injury (out),Chris,Hubbard,2021,CLE,2021_Hubbard_CLE
Browns,9/25/20,Olivier Vernon,abdominal injury (out),Olivier,Vernon,2020,CLE,2020_Vernon_CLE
Browns,9/25/20,Jacob Phillips,knee injury (out),Jacob,Phillips,2020,CLE,2020_Phillips_CLE
Browns,9/14/19,Adarius Taylor,ankle injury (out),Adarius,Taylor,2019,CLE,2019_Taylor_CLE
Browns,12/18/20,Wyatt Teller,ankle injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
Browns,10/15/21,Nick Chubb,calf injury (out),Nick,Chubb,2021,CLE,2021_Chubb_CLE
Browns,10/9/20,Larry Ogunjobi,abdominal injury (out),Larry,Ogunjobi,2020,CLE,2020_Ogunjobi_CLE
Browns,10/23/20,Wyatt Teller,calf injury (out),Wyatt,Teller,2020,CLE,2020_Teller_CLE
