Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Lions,2020-12-18,Darryl Roberts,hip injury (out),Darryl,Roberts,2020,DET,2020_Roberts_DET
Lions,2020-12-18,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-11-15,Da'Shawn Hand,ankle injury (out),Da'Shawn,Hand,2019,DET,2019_Hand_DET
Lions,2019-12-13,Matthew Stafford,hip injury (out),Matthew,Stafford,2019,DET,2019_Stafford_DET
Lions,2019-11-22,Jamal Agnew,ankle injury (out),Jamal,Agnew,2019,DET,2019_Agnew_DET
Lions,2021-12-10,Jalen Reeves-Maybin,shoulder injury (out),Jalen,Reeves-Maybin,2021,DET,2021_Reeves-Maybin_DET
Lions,2021-11-24,Halapoulivaati Vaitai,concussion (out),Halapoulivaati,Vaitai,2021,DET,2021_Vaitai_DET
Lions,2020-12-11,Jeff Okudah,groin injury (out),Jeff,Okudah,2020,DET,2020_Okudah_DET
Lions,2021-11-12,Jamaal Williams,thigh injury (out),Jamaal,Williams,2021,DET,2021_Williams_DET
Lions,2020-12-25,Tyrell Crosby,ankle injury (out),Tyrell,Crosby,2020,DET,2020_Crosby_DET
Lions,2020-09-18,Joe Dahl,groin injury (out),Joe,Dahl,2020,DET,2020_Dahl_DET
Lions,2020-12-18,Da'Shawn Hand,ankle injury (out),Da'Shawn,Hand,2020,DET,2020_Hand_DET
Lions,2021-08-30,Tim Boyle,surgery on thumb to repair fracture (out indefinitely),Tim,Boyle,2021,DET,2021_Boyle_DET
Lions,2020-11-13,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-10-25,Amani Oruwariye,knee injury (out),Amani,Oruwariye,2019,DET,2019_Oruwariye_DET
Lions,2019-12-06,Da'Shawn Hand,ankle injury (out),Da'Shawn,Hand,2019,DET,2019_Hand_DET
Lions,2019-12-06,Matthew Stafford,hip injury (out),Matthew,Stafford,2019,DET,2019_Stafford_DET
Lions,2019-11-15,Matthew Stafford,hip injury (out),Matthew,Stafford,2019,DET,2019_Stafford_DET
Lions,2021-10-01,Trey Flowers,"knee, shoulder injuries (out)",Trey,Flowers,2021,DET,2021_Flowers_DET
Lions,2021-01-01,Joe Dahl,back injury (out),Joe,Dahl,2020,DET,2020_Dahl_DET
Lions,2020-11-06,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2021-11-12,Austin Seibert,right hip injury (out),Austin,Seibert,2021,DET,2021_Seibert_DET
Lions,2021-01-01,Tyrell Crosby,ankle injury (out),Tyrell,Crosby,2020,DET,2020_Crosby_DET
Lions,2020-11-06,Tracy Walker III ,foot injury (out),Tracy,Walker,2020,DET,2020_Walker_DET
Lions,2020-09-18,Kenny Golladay,hamstring injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-10-12,Mike Daniels,foot injury (out),Mike,Daniels,2019,DET,2019_Daniels_DET
Lions,2019-11-08,Miles Killebrew,concussion (out),Miles,Killebrew,2019,DET,2019_Killebrew_DET
Lions,2019-12-20,Rick Wagner ,knee injury (out),Rick,Wagner,2019,DET,2019_Wagner_DET
Lions,2019-12-13,A'Shawn Robinson,shoulder injury (out),A'Shawn,Robinson,2019,DET,2019_Robinson_DET
Lions,2020-12-18,Tyrell Crosby,ankle injury (out),Tyrell,Crosby,2020,DET,2020_Crosby_DET
Lions,2019-12-13,Joe Dahl,back injury (out),Joe,Dahl,2019,DET,2019_Dahl_DET
Lions,2020-09-11,C.J. Moore,hamstring injury (out),C.J.,Moore,2020,DET,2020_Moore_DET
Lions,2019-11-22,Frank Ragnow,concussion (out),Frank,Ragnow,2019,DET,2019_Ragnow_DET
Lions,2021-12-24,Amani Oruwariye,thumb injury (out),Amani,Oruwariye,2021,DET,2021_Oruwariye_DET
Lions,2021-12-24,Josh Woods,neck injury (out),Josh,Woods,2021,DET,2021_Woods_DET
Lions,2021-09-18,Kevin Strong,concussion (out),Kevin,Strong,2021,DET,2021_Strong_DET
Lions,2022-01-01,Rashod Berry,illness (out),Rashod,Berry,2021,DET,2021_Berry_DET
Lions,2020-10-16,Desmond Trufant,hamstring injury (out),Desmond,Trufant,2020,DET,2020_Trufant_DET
Lions,2019-11-08,Da'Shawn Hand,ankle injury (out),Da'Shawn,Hand,2019,DET,2019_Hand_DET
Lions,2020-11-20,Danny Amendola,hip injury (out),Danny,Amendola,2020,DET,2020_Amendola_DET
Lions,2019-11-08,Tracy Walker III ,knee injury (out),Tracy,Walker,2019,DET,2019_Walker_DET
Lions,2020-09-25,Hunter Bryant,hamstring injury (out),Hunter,Bryant,2020,DET,2020_Bryant_DET
Lions,2019-10-25,Mike Daniels,foot injury (out),Mike,Daniels,2019,DET,2019_Daniels_DET
Lions,2019-11-27,Jamal Agnew,ankle injury (out),Jamal,Agnew,2019,DET,2019_Agnew_DET
Lions,2019-11-22,Da'Shawn Hand,ankle injury (out),Da'Shawn,Hand,2019,DET,2019_Hand_DET
Lions,2020-11-25,Da'Shawn Hand,groin injury (out),Da'Shawn,Hand,2020,DET,2020_Hand_DET
Lions,2019-11-15,Rick Wagner ,concussion (out),Rick,Wagner,2019,DET,2019_Wagner_DET
Lions,2019-10-18,Mike Daniels,foot injury (out),Mike,Daniels,2019,DET,2019_Daniels_DET
Lions,2020-12-04,Da'Shawn Hand,groin injury (out),Da'Shawn,Hand,2020,DET,2020_Hand_DET
Lions,2021-12-03,D'Andre Swift,shoulder injury (out),D'Andre,Swift,2021,DET,2021_Swift_DET
Lions,2019-10-12,Amani Oruwariye,knee injury (out),Amani,Oruwariye,2019,DET,2019_Oruwariye_DET
Lions,2020-09-18,Hunter Bryant,hamstring injury (out),Hunter,Bryant,2020,DET,2020_Bryant_DET
Lions,2020-11-20,D'Andre Swift,concussion (out),D'Andre,Swift,2020,DET,2020_Swift_DET
Lions,2020-11-20,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-09-27,Mike Daniels,foot injury (out),Mike,Daniels,2019,DET,2019_Daniels_DET
Lions,2021-09-10,Taylor Decker,finger injury (out),Taylor,Decker,2021,DET,2021_Decker_DET
Lions,2019-12-13,Jarrad Davis,ankle injury (out),Jarrad,Davis,2019,DET,2019_Davis_DET
Lions,2021-12-03,Trey Flowers,knee injury (out),Trey,Flowers,2021,DET,2021_Flowers_DET
Lions,2020-12-04,Jeff Okudah,shoulder injury (out),Jeff,Okudah,2020,DET,2020_Okudah_DET
Lions,2020-12-11,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2020-11-25,Austin Bryant,thigh injury (out),Austin,Bryant,2020,DET,2020_Bryant_DET
Lions,2020-11-25,Danny Amendola,hip injury (out),Danny,Amendola,2020,DET,2020_Amendola_DET
Lions,2021-11-19,Trey Flowers,knee injury (out),Trey,Flowers,2021,DET,2021_Flowers_DET
Lions,2019-11-27,Matthew Stafford,hip injury (out),Matthew,Stafford,2019,DET,2019_Stafford_DET
Lions,2021-12-17,D'Andre Swift,shoulder injury (out),D'Andre,Swift,2021,DET,2021_Swift_DET
Lions,2021-12-09,T.J. Hockenson,surgery on left thumb (out indefinitely),T.J.,Hockenson,2021,DET,2021_Hockenson_DET
Lions,2020-10-23,Desmond Trufant,hamstring injury (out),Desmond,Trufant,2020,DET,2020_Trufant_DET
Lions,2022-01-07,Jason Cabinda,knee injury (out),Jason,Cabinda,2021,DET,2021_Cabinda_DET
Lions,2020-09-11,Halapoulivaati Vaitai,foot injury (out),Halapoulivaati,Vaitai,2020,DET,2020_Vaitai_DET
Lions,2019-10-18,Amani Oruwariye,knee injury (out),Amani,Oruwariye,2019,DET,2019_Oruwariye_DET
Lions,2021-01-01,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-12-13,Rick Wagner ,knee injury (out),Rick,Wagner,2019,DET,2019_Wagner_DET
Lions,2021-12-03,Bobby Price,shoulder injury (out),Bobby,Price,2021,DET,2021_Price_DET
Lions,2020-12-11,Tyrell Crosby,ankle injury (out),Tyrell,Crosby,2020,DET,2020_Crosby_DET
Lions,2020-09-18,Desmond Trufant,hamstring injury (out),Desmond,Trufant,2020,DET,2020_Trufant_DET
Lions,2020-12-04,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2020-11-25,Jeff Okudah,shoulder injury (out),Jeff,Okudah,2020,DET,2020_Okudah_DET
Lions,2021-12-10,D'Andre Swift,shoulder injury (out),D'Andre,Swift,2021,DET,2021_Swift_DET
Lions,2019-12-27,A'Shawn Robinson,shoulder injury (out),A'Shawn,Robinson,2019,DET,2019_Robinson_DET
Lions,2020-11-25,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Packers,2021-11-05,Kingsley Keke,concussion (out),Kingsley,Keke,2021,GB,2021_Keke_GB
Packers,2021-11-19,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2021-12-17,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2019-10-04,Tony Brown ,hamstring injury (out),Tony,Brown,2019,GB,2019_Brown_GB
Packers,2019-10-04,Jamaal Williams,concussion (out),Jamaal,Williams,2019,GB,2019_Williams_GB
Packers,2019-10-18,Darnell Savage,ankle injury (out),Darnell,Savage,2019,GB,2019_Savage_GB
Packers,2020-11-20,Tyler Ervin,wrist injury (out),Tyler,Ervin,2020,GB,2020_Ervin_GB
Packers,2020-12-25,Jace Sternberger,concussion (out),Jace,Sternberger,2020,GB,2020_Sternberger_GB
Packers,2022-01-07,Kingsley Keke,illness (out),Kingsley,Keke,2021,GB,2021_Keke_GB
Packers,2021-11-26,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2021-12-17,Billy Turner,knee injury (out),Billy,Turner,2021,GB,2021_Turner_GB
Packers,2020-12-04,Corey Linsley,knee injury (out),Corey,Linsley,2020,GB,2020_Linsley_GB
Packers,2020-12-18,Jace Sternberger,concussion (out),Jace,Sternberger,2020,GB,2020_Sternberger_GB
Packers,2020-12-11,Jace Sternberger,concussion (out),Jace,Sternberger,2020,GB,2020_Sternberger_GB
Packers,2021-10-22,Dennis Kelly,back injury (out),Dennis,Kelly,2021,GB,2021_Kelly_GB
Packers,2019-09-13,Darrius Shepherd,hamstring injury (out),Darrius,Shepherd,2019,GB,2019_Shepherd_GB
Packers,2020-12-25,Will Redmond,concussion (out),Will,Redmond,2020,GB,2020_Redmond_GB
Packers,2022-01-07,Jaire Alexander,shoulder injury (out),Jaire,Alexander,2021,GB,2021_Alexander_GB
Packers,2021-11-26,Malik Taylor,abdominal injury (out),Malik,Taylor,2021,GB,2021_Taylor_GB
Packers,2021-01-22,Kingsley Keke,concussion (out),Kingsley,Keke,2020,GB,2020_Keke_GB
Packers,2021-11-19,Aaron Jones ,knee injury (out),Aaron,Jones,2021,GB,2021_Jones_GB
Packers,2021-11-19,Malik Taylor,abdominal injury (out),Malik,Taylor,2021,GB,2021_Taylor_GB
Packers,2020-11-04,Kevin King,quadriceps injury (out),Kevin,King,2020,GB,2020_King_GB
Packers,2019-09-25,Montravius Adams,shoulder injury (out),Montravius,Adams,2019,GB,2019_Adams_GB
Packers,2019-11-22,Cole Madison,knee injury (out),Cole,Madison,2019,GB,2019_Madison_GB
Packers,2019-10-18,Davante Adams,toe injury (out),Davante,Adams,2019,GB,2019_Adams_GB
Packers,2021-12-31,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2020-12-11,Simon Stepaniak,knee injury (out),Simon,Stepaniak,2020,GB,2020_Stepaniak_GB
Packers,2021-10-15,Kevin King,shoulder injury (out),Kevin,King,2021,GB,2021_King_GB
Packers,2021-01-01,Kingsley Keke,concussion (out),Kingsley,Keke,2020,GB,2020_Keke_GB
Packers,2020-10-16,Tyler Ervin,wrist injury (out),Tyler,Ervin,2020,GB,2020_Ervin_GB
Packers,2021-10-28,Robert Tonyan Jr.,torn ACL in knee (out for season),Robert,Tonyan,2021,GB,2021_Tonyan_GB
Packers,2020-10-23,Tyler Lancaster,shoulder injury (out),Tyler,Lancaster,2020,GB,2020_Lancaster_GB
Packers,2021-01-01,David Bakhtiari,torn ACL in knee (out),David,Bakhtiari,2020,GB,2020_Bakhtiari_GB
Packers,2021-12-31,Jaire Alexander,shoulder injury (out),Jaire,Alexander,2021,GB,2021_Alexander_GB
Packers,2019-09-25,Oren Burks,chest injury (out),Oren,Burks,2019,GB,2019_Burks_GB
Packers,2021-09-18,Vernon Scott,hamstring injury (out),Vernon,Scott,2021,GB,2021_Scott_GB
Packers,2021-09-10,Vernon Scott,hamstring injury (out),Vernon,Scott,2021,GB,2021_Scott_GB
Packers,2021-10-01,Marquez Valdes-Scantling,hamstring injury (out),Marquez,Valdes-Scantling,2021,GB,2021_Valdes-Scantling_GB
Packers,2021-10-22,Josh Myers,knee injury (out),Josh,Myers,2021,GB,2021_Myers_GB
Packers,2020-12-18,Simon Stepaniak,knee injury (out),Simon,Stepaniak,2020,GB,2020_Stepaniak_GB
Packers,2019-10-04,Davante Adams,toe injury (out),Davante,Adams,2019,GB,2019_Adams_GB
Packers,2022-11-06,Rashan Gary,torn ACL in knee (out for season),Rashan,Gary,2022,GB,2022_Gary_GB
Packers,2019-09-20,Oren Burks,chest injury (out),Oren,Burks,2019,GB,2019_Burks_GB
Packers,2020-09-11,Randy Ramsey,groin injury (out),Randy,Ramsey,2020,GB,2020_Ramsey_GB
Packers,2021-10-08,Jaire Alexander,shoulder injury (out),Jaire,Alexander,2021,GB,2021_Alexander_GB
Packers,2019-09-13,Oren Burks,chest injury (out),Oren,Burks,2019,GB,2019_Burks_GB
Packers,2020-11-13,John Lovett ,knee injury (out),John,Lovett,2020,GB,2020_Lovett_GB
Packers,2019-09-20,Lane Taylor,biceps injury (out),Lane,Taylor,2019,GB,2019_Taylor_GB
Packers,2021-12-31,Billy Turner,knee injury (out),Billy,Turner,2021,GB,2021_Turner_GB
Packers,2021-12-10,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2021-12-10,Randall Cobb,core injury (out),Randall,Cobb,2021,GB,2021_Cobb_GB
Packers,2020-11-04,Vernon Scott,shoulder injury (out),Vernon,Scott,2020,GB,2020_Scott_GB
Packers,2021-10-08,Josh Myers,finger injury (out),Josh,Myers,2021,GB,2021_Myers_GB
Packers,2020-11-04,Will Redmond,shoulder injury (out),Will,Redmond,2020,GB,2020_Redmond_GB
Packers,2020-09-18,Lane Taylor,knee injury (out),Lane,Taylor,2020,GB,2020_Taylor_GB
Packers,2020-09-18,Randy Ramsey,groin injury (out),Randy,Ramsey,2020,GB,2020_Ramsey_GB
Packers,2020-09-18,Kenny Clark ,groin injury (out),Kenny,Clark,2020,GB,2020_Clark_GB
Packers,2021-12-23,Billy Turner,knee injury (out),Billy,Turner,2021,GB,2021_Turner_GB
Packers,2021-12-23,David Bakhtiari,knee injury (out),David,Bakhtiari,2021,GB,2021_Bakhtiari_GB
Packers,2020-10-30,Aaron Jones ,calf injury (out),Aaron,Jones,2020,GB,2020_Jones_GB
Packers,2020-10-23,Tyler Ervin,wrist injury (out),Tyler,Ervin,2020,GB,2020_Ervin_GB
Packers,2020-09-18,Equanimeous St. Brown,knee injury (out),Equanimeous,Brown,2020,GB,2020_Brown_GB
Packers,2021-12-23,Ty Summers,hamstring injury (out),Ty,Summers,2021,GB,2021_Summers_GB
Packers,2019-10-12,Robert Tonyan Jr.,hip injury (out),Robert,Tonyan,2019,GB,2019_Tonyan_GB
Packers,2021-12-23,Malik Taylor,shoulder injury (out),Malik,Taylor,2021,GB,2021_Taylor_GB
Packers,2021-12-17,Dominique Dafney,ankle injury (out),Dominique,Dafney,2021,GB,2021_Dafney_GB
Packers,2019-10-12,Davante Adams,toe injury (out),Davante,Adams,2019,GB,2019_Adams_GB
Packers,2020-10-30,Kevin King,quadriceps injury (out),Kevin,King,2020,GB,2020_King_GB
Packers,2019-10-12,Darnell Savage,ankle injury (out),Darnell,Savage,2019,GB,2019_Savage_GB
Panthers,2020-10-09,Eli Apple,hamstring injury (out),Eli,Apple,2020,CAR,2020_Apple_CAR
Panthers,2019-12-27,D.J. Moore ,concussion (out),D.J.,Moore,2019,CAR,2019_Moore_CAR
Panthers,2021-11-12,Stantley Thomas-Oliver III,toe injury (out),Stantley,Thomas-Oliver,2021,CAR,2021_Thomas-Oliver_CAR
Panthers,2019-12-06,Greg Little,ankle injury (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2019-12-13,Marquis Haynes,knee injury (out),Marquis,Haynes,2019,CAR,2019_Haynes_CAR
Panthers,2019-12-06,Greg Olsen,concussion (out),Greg,Olsen,2019,CAR,2019_Olsen_CAR
Panthers,2019-12-13,Greg Little,ankle injury (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2019-10-11,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2021-09-24,Yetur Gross-Matos,ankle injury (out),Yetur,Gross-Matos,2021,CAR,2021_Gross-Matos_CAR
Panthers,2021-10-08,Cameron Erving ,neck injury (out),Cameron,Erving,2021,CAR,2021_Erving_CAR
Panthers,2021-12-10,Michael Jordan ,hamstring injury (out),Michael,Jordan,2021,CAR,2021_Jordan_CAR
Panthers,2019-12-20,Marquis Haynes,knee injury (out),Marquis,Haynes,2019,CAR,2019_Haynes_CAR
Panthers,2019-10-11,Trai Turner,ankle injury (out),Trai,Turner,2019,CAR,2019_Turner_CAR
Panthers,2019-10-11,Natrell Jamerson,foot injury (out),Natrell,Jamerson,2019,CAR,2019_Jamerson_CAR
Panthers,2020-11-27,Dennis Daley,concussion (out),Dennis,Daley,2020,CAR,2020_Daley_CAR
Panthers,2019-12-27,Shaq Thompson,foot injury (out),Shaq,Thompson,2019,CAR,2019_Thompson_CAR
Panthers,2019-11-01,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2021-10-08,Shaq Thompson,foot injury (out),Shaq,Thompson,2021,CAR,2021_Thompson_CAR
Panthers,2019-10-25,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2021-10-15,Christian McCaffrey,hamstring injury (out),Christian,McCaffrey,2021,CAR,2021_McCaffrey_CAR
Panthers,2021-11-12,Rashaan Melvin,hand injury (out),Rashaan,Melvin,2021,CAR,2021_Melvin_CAR
Panthers,2019-09-27,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2021-12-10,John Miller ,ankle injury (out),John,Miller,2021,CAR,2021_Miller_CAR
Panthers,2019-09-20,Brandon Greene,neck injury (out),Brandon,Greene,2019,CAR,2019_Greene_CAR
Panthers,2019-10-11,Christian Miller,ankle injury (out),Christian,Miller,2019,CAR,2019_Miller_CAR
Panthers,2019-09-20,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2019-09-20,Rashaan Gaulden,groin injury (out),Rashaan,Gaulden,2019,CAR,2019_Gaulden_CAR
Panthers,2020-11-20,Christian McCaffrey,shoulder injury (out),Christian,McCaffrey,2020,CAR,2020_McCaffrey_CAR
Panthers,2019-11-01,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2019-10-25,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2020-11-13,Russell Okung,calf injury (out),Russell,Okung,2020,CAR,2020_Okung_CAR
Panthers,2020-11-13,Christian McCaffrey,shoulder injury (out),Christian,McCaffrey,2020,CAR,2020_McCaffrey_CAR
Panthers,2019-09-11,Bruce Irvin,hamstring injury (out),Bruce,Irvin,2019,CAR,2019_Irvin_CAR
Panthers,2020-09-18,Yetur Gross-Matos,concussion (out),Yetur,Gross-Matos,2020,CAR,2020_Gross-Matos_CAR
Panthers,2021-09-22,Yetur Gross-Matos,ankle injury (out),Yetur,Gross-Matos,2021,CAR,2021_Gross-Matos_CAR
Panthers,2021-10-01,Christian McCaffrey,hamstring injury (out),Christian,McCaffrey,2021,CAR,2021_McCaffrey_CAR
Panthers,2019-10-04,Donte Jackson,groin injury (out),Donte,Jackson,2019,CAR,2019_Jackson_CAR
Panthers,2019-09-20,Bruce Irvin,hamstring injury (out),Bruce,Irvin,2019,CAR,2019_Irvin_CAR
Panthers,2021-10-29,Darryl Johnson Jr.,hamstring injury (out),Darryl,Johnson,2021,CAR,2021_Johnson_CAR
Panthers,2019-10-11,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2019-11-08,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2019-12-20,Shaq Thompson,ankle injury (out),Shaq,Thompson,2019,CAR,2019_Thompson_CAR
Panthers,2020-09-18,Dennis Daley,ankle injury (out),Dennis,Daley,2020,CAR,2020_Daley_CAR
Panthers,2021-10-22,Terrace Marshall Jr.,concussion (out),Terrace,Marshall,2021,CAR,2021_Marshall_CAR
Panthers,2019-10-25,Christian Miller,ankle injury (out),Christian,Miller,2019,CAR,2019_Miller_CAR
Panthers,2021-10-15,Kamal Martin,concussion (out),Kamal,Martin,2021,CAR,2021_Martin_CAR
Panthers,2020-09-18,Kawann Short,foot injury (out),Kawann,Short,2020,CAR,2020_Short_CAR
Panthers,2021-10-15,Shaq Thompson,foot injury (out),Shaq,Thompson,2021,CAR,2021_Thompson_CAR
Panthers,2019-10-04,Chris Manhertz,concussion (out),Chris,Manhertz,2019,CAR,2019_Manhertz_CAR
Panthers,2021-12-31,Stephon Gilmore,groin injury (out),Stephon,Gilmore,2021,CAR,2021_Gilmore_CAR
Panthers,2019-10-04,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,2019-11-15,Ross Cockrell,quadriceps injury (out),Ross,Cockrell,2019,CAR,2019_Cockrell_CAR
Panthers,2021-10-29,Terrace Marshall Jr.,concussion (out),Terrace,Marshall,2021,CAR,2021_Marshall_CAR
Panthers,2021-12-17,A.J. Bouye,foot injury (out),A.J.,Bouye,2021,CAR,2021_Bouye_CAR
Panthers,2020-12-11,Dennis Daley,concussion (out),Dennis,Daley,2020,CAR,2020_Daley_CAR
Panthers,2021-11-05,Spencer Brown ,back injury (out),Spencer,Brown,2021,CAR,2021_Brown_CAR
Panthers,2021-10-22,Shaq Thompson,foot injury (out),Shaq,Thompson,2021,CAR,2021_Thompson_CAR
Panthers,2019-10-04,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,2019-09-27,Trai Turner,ankle injury (out),Trai,Turner,2019,CAR,2019_Turner_CAR
Panthers,2019-12-13,Greg Olsen,concussion (out),Greg,Olsen,2019,CAR,2019_Olsen_CAR
Panthers,2021-09-10,Shi Smith,shoulder injury (out),Shi,Smith,2021,CAR,2021_Smith_CAR
Panthers,2020-08-25,Omar Bayless,surgery on knee to remove loose cartilage (out indefinitely),Omar,Bayless,2020,CAR,2020_Bayless_CAR
Panthers,2019-10-04,Trai Turner,ankle injury (out),Trai,Turner,2019,CAR,2019_Turner_CAR
Panthers,2020-09-11,Dennis Daley,ankle injury (out),Dennis,Daley,2020,CAR,2020_Daley_CAR
Panthers,2021-10-22,Giovanni Ricci,concussion (out),Giovanni,Ricci,2021,CAR,2021_Ricci_CAR
Patriots,2021-09-17,Kyle Van Noy,throat (out),Kyle,Noy,2021,NE,2021_Noy_NE
Patriots,2021-10-22,Jonathan Jones,shoulder injury (out),Jonathan,Jones,2021,NE,2021_Jones_NE
Patriots,2019-12-19,Jonathan Jones,groin injury (out),Jonathan,Jones,2019,NE,2019_Jones_NE
Patriots,2019-10-19,Josh Gordon,knee injury (out),Josh,Gordon,2019,NE,2019_Gordon_NE
Patriots,2019-10-19,Ryan Izzo,concussion (out),Ryan,Izzo,2019,NE,2019_Izzo_NE
Patriots,2020-11-07,J.J. Taylor,illness (out),J.J.,Taylor,2020,NE,2020_Taylor_NE
Patriots,2021-01-01,Damien Harris,ankle injury (out),Damien,Harris,2020,NE,2020_Harris_NE
Patriots,2021-09-10,Malcolm Perry,foot injury (out),Malcolm,Perry,2021,NE,2021_Perry_NE
Patriots,2020-09-25,Josh Uche,ankle injury (out),Josh,Uche,2020,NE,2020_Uche_NE
Patriots,2019-10-19,Matt LaCosse,knee injury (out),Matt,LaCosse,2019,NE,2019_LaCosse_NE
Patriots,2021-10-08,Trent Brown,calf injury (out),Trent,Brown,2021,NE,2021_Brown_NE
Patriots,2021-10-22,Shaun Wade,concussion (out),Shaun,Wade,2021,NE,2021_Wade_NE
Patriots,2021-09-17,Quinn Nordin,abdominal injury (out),Quinn,Nordin,2021,NE,2021_Nordin_NE
Patriots,2020-10-23,Carl Davis,concussion (out),Carl,Davis,2020,NE,2020_Davis_NE
Patriots,2020-10-30,N'Keal Harry,concussion (out),N'Keal,Harry,2020,NE,2020_Harry_NE
Patriots,2019-09-20,James Develin,neck injury (out),James,Develin,2019,NE,2019_Develin_NE
Patriots,2019-10-25,Matt LaCosse,knee injury (out),Matt,LaCosse,2019,NE,2019_LaCosse_NE
Patriots,2021-12-24,Nelson Agholor,concussion (out),Nelson,Agholor,2021,NE,2021_Agholor_NE
Patriots,2019-10-09,Phillip Dorsett II,hamstring injury (out),Phillip,Dorsett,2019,NE,2019_Dorsett_NE
Patriots,2019-10-25,Ryan Izzo,concussion (out),Ryan,Izzo,2019,NE,2019_Izzo_NE
Patriots,2020-10-02,Cody Davis,rib injury (out),Cody,Davis,2020,NE,2020_Davis_NE
Patriots,2021-01-01,David Andrews,calf injury (out),David,Andrews,2020,NE,2020_Andrews_NE
Patriots,2020-11-27,Rex Burkhead,knee injury (out),Rex,Burkhead,2020,NE,2020_Burkhead_NE
Patriots,2021-10-15,Shaun Wade,concussion (out),Shaun,Wade,2021,NE,2021_Wade_NE
Patriots,2020-09-11,Gunner Olszewski,foot injury (out),Gunner,Olszewski,2020,NE,2020_Olszewski_NE
Patriots,2021-01-01,Shaquille Mason ,calf injury (out),Shaquille,Mason,2020,NE,2020_Mason_NE
Patriots,2020-11-07,N'Keal Harry,concussion (out),N'Keal,Harry,2020,NE,2020_Harry_NE
Patriots,2020-11-27,Isaiah Wynn,knee injury (out),Isaiah,Wynn,2020,NE,2020_Wynn_NE
Patriots,2021-10-29,Brandon King ,thigh injury (out),Brandon,King,2021,NE,2021_King_NE
Patriots,2020-09-18,Josh Uche,ankle injury (out),Josh,Uche,2020,NE,2020_Uche_NE
Patriots,2021-10-15,Shaquille Mason ,abdominal injury (out),Shaquille,Mason,2021,NE,2021_Mason_NE
Patriots,2022-01-07,Kyle Dugger,hand injury (out),Kyle,Dugger,2021,NE,2021_Dugger_NE
Patriots,2021-12-24,Joshuah Bledsoe,calf injury (out),Joshuah,Bledsoe,2021,NE,2021_Bledsoe_NE
Patriots,2021-10-08,Shaquille Mason ,abdominal injury (out),Shaquille,Mason,2021,NE,2021_Mason_NE
Patriots,2021-12-31,Nelson Agholor,concussion (out),Nelson,Agholor,2021,NE,2021_Agholor_NE
Patriots,2020-09-25,David Andrews,hand injury (out),David,Andrews,2020,NE,2020_Andrews_NE
